account_name,tweet,time_posted,compound_score,positive_score,neutral_score,negative_score
CBSNews,Would you get behind the wheel if you were staring down an AK-47? This Texas company can help give you the confiden… https://t.co/k9ooMxbAT4,Sat Jun 30 20:40:01 +0000 2018,0.4019,0.109,0.891,0.0
CBSNews,"John Whitbeck, the chairman of the Republican Party of Virginia, is resigning after more than three years in his po… https://t.co/z5TULQsc9w",Sat Jun 30 20:40:01 +0000 2018,0.2023,0.114,0.805,0.081
CBSNews,President Trump says he has received assurances from King Salman of Saudi Arabia that the kingdom will increase oil… https://t.co/4nRNlVp4HK,Sat Jun 30 20:40:01 +0000 2018,0.5719,0.207,0.793,0.0
CBSNews,"His work with Pavement is considered some of the most influential music of the 90's. Now, Stephen Malkmus has a pec… https://t.co/mp4N94yTht",Sat Jun 30 20:40:01 +0000 2018,0.4927,0.138,0.862,0.0
CBSNews,Arnold Schwarzenegger's response to being called a snowflake was too chill  https://t.co/bafRFtHLyO https://t.co/soR3PWu7np,Sat Jun 30 20:40:01 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,"President Trump said he hopes that Democrats who are calling to abolish ICE ""keep thinking about it"" because ""they'… https://t.co/fDMKfVLO1U",Sat Jun 30 20:40:01 +0000 2018,0.4215,0.128,0.872,0.0
CBSNews,"From New York to L.A., hundreds of thousands took to the streets as part of the #FamiliesBelongTogetherMarch to pro… https://t.co/Ygdvz5ZHcD",Sat Jun 30 20:40:01 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,"When he lost his leg in combat, U.S. Army Specialist Anthony Farve didn't know if he'd ever be part of a team again… https://t.co/xb2jOTEHs8",Sat Jun 30 20:40:01 +0000 2018,-0.5719,0.0,0.817,0.183
CBSNews,Their numbers dropped from almost 600 in 1997 to just 30 today. Marine biologists and conservationists are scrambli… https://t.co/vVpChuFzII,Sat Jun 30 20:40:01 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,"On Sunday, Massachusetts will become the first East Coast state to allow the sale of recreational marijuana… https://t.co/TExVyPsRrz",Sat Jun 30 20:40:01 +0000 2018,0.2263,0.101,0.899,0.0
CBSNews,"The U.S. Department of Education estimates at least 32,000 college students were homeless in 2017… https://t.co/cjcoyiAo5H",Sat Jun 30 20:40:01 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,"WATCH: Lin-Manuel Miranda performs at the ""Families Belong Together"" immigration march in Washington, D.C.… https://t.co/fVHzhBt0kB",Sat Jun 30 20:40:01 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,"An orphaned bear cub burned in a Colorado wildfire is being nursed back to health, and is expected to be reintroduc… https://t.co/N5JPkIWwAf",Sat Jun 30 20:40:01 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,"""Once my family was taken, I became fully aware that my community matters less to some people. That we are treated… https://t.co/A3pZe1cDQT",Sat Jun 30 20:40:01 +0000 2018,0.0258,0.052,0.948,0.0
CBSNews,"""I am here today as a woman who as a young child was separated from her family. I am here today to be painfully hon… https://t.co/DHrobAEA8d",Sat Jun 30 20:40:01 +0000 2018,-0.5267,0.0,0.866,0.134
CBSNews,Many anti-Trump activists are driving the hashtag #abolishICE on Twitter— now potential Democratic contenders in 20… https://t.co/e1o2Fv695g,Sat Jun 30 20:40:01 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,"""I live with the constant fear of losing my mom to deportation. My mom is strong, beautiful and brave. She is also… https://t.co/RUg3b7oEb4",Sat Jun 30 20:40:01 +0000 2018,0.7003,0.308,0.523,0.169
CBSNews,"Leah, a 12-year-old girl from Miami, addresses D.C. crowd: ""I don't understand why they are being so mean to us chi… https://t.co/YWdJs8jyRN",Sat Jun 30 20:40:01 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,"""Our government also continues to separate U.S. citizen children like me from their parents every day. This is evil… https://t.co/jNcHuQob2l",Sat Jun 30 20:40:01 +0000 2018,0.3612,0.116,0.884,0.0
CBSNews,"Syrian-American woman tells crowd in Washington, D.C.: ""For those of you who are lucky enough to not have been targ… https://t.co/2AsfGqFjfE",Sat Jun 30 20:40:01 +0000 2018,0.4215,0.123,0.877,0.0
CBSNews,Would you get behind the wheel if you were staring down an AK-47? This Texas company can help give you the confiden… https://t.co/k9ooMxbAT4,Sat Jun 30 20:19:34 +0000 2018,0.4019,0.109,0.891,0.0
CBSNews,"John Whitbeck, the chairman of the Republican Party of Virginia, is resigning after more than three years in his po… https://t.co/z5TULQsc9w",Sat Jun 30 20:19:34 +0000 2018,0.2023,0.114,0.805,0.081
CBSNews,President Trump says he has received assurances from King Salman of Saudi Arabia that the kingdom will increase oil… https://t.co/4nRNlVp4HK,Sat Jun 30 20:19:34 +0000 2018,0.5719,0.207,0.793,0.0
CBSNews,"His work with Pavement is considered some of the most influential music of the 90's. Now, Stephen Malkmus has a pec… https://t.co/mp4N94yTht",Sat Jun 30 20:19:34 +0000 2018,0.4927,0.138,0.862,0.0
CBSNews,Arnold Schwarzenegger's response to being called a snowflake was too chill  https://t.co/bafRFtHLyO https://t.co/soR3PWu7np,Sat Jun 30 20:19:34 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,"President Trump said he hopes that Democrats who are calling to abolish ICE ""keep thinking about it"" because ""they'… https://t.co/fDMKfVLO1U",Sat Jun 30 20:19:34 +0000 2018,0.4215,0.128,0.872,0.0
CBSNews,"From New York to L.A., hundreds of thousands took to the streets as part of the #FamiliesBelongTogetherMarch to pro… https://t.co/Ygdvz5ZHcD",Sat Jun 30 20:19:34 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,"When he lost his leg in combat, U.S. Army Specialist Anthony Farve didn't know if he'd ever be part of a team again… https://t.co/xb2jOTEHs8",Sat Jun 30 20:19:34 +0000 2018,-0.5719,0.0,0.817,0.183
CBSNews,Their numbers dropped from almost 600 in 1997 to just 30 today. Marine biologists and conservationists are scrambli… https://t.co/vVpChuFzII,Sat Jun 30 20:19:34 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,"On Sunday, Massachusetts will become the first East Coast state to allow the sale of recreational marijuana… https://t.co/TExVyPsRrz",Sat Jun 30 20:19:34 +0000 2018,0.2263,0.101,0.899,0.0
CBSNews,"The U.S. Department of Education estimates at least 32,000 college students were homeless in 2017… https://t.co/cjcoyiAo5H",Sat Jun 30 20:19:34 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,"WATCH: Lin-Manuel Miranda performs at the ""Families Belong Together"" immigration march in Washington, D.C.… https://t.co/fVHzhBt0kB",Sat Jun 30 20:19:34 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,"An orphaned bear cub burned in a Colorado wildfire is being nursed back to health, and is expected to be reintroduc… https://t.co/N5JPkIWwAf",Sat Jun 30 20:19:34 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,"""Once my family was taken, I became fully aware that my community matters less to some people. That we are treated… https://t.co/A3pZe1cDQT",Sat Jun 30 20:19:34 +0000 2018,0.0258,0.052,0.948,0.0
CBSNews,"""I am here today as a woman who as a young child was separated from her family. I am here today to be painfully hon… https://t.co/DHrobAEA8d",Sat Jun 30 20:19:34 +0000 2018,-0.5267,0.0,0.866,0.134
CBSNews,Many anti-Trump activists are driving the hashtag #abolishICE on Twitter— now potential Democratic contenders in 20… https://t.co/e1o2Fv695g,Sat Jun 30 20:19:34 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,"""I live with the constant fear of losing my mom to deportation. My mom is strong, beautiful and brave. She is also… https://t.co/RUg3b7oEb4",Sat Jun 30 20:19:34 +0000 2018,0.7003,0.308,0.523,0.169
CBSNews,"Leah, a 12-year-old girl from Miami, addresses D.C. crowd: ""I don't understand why they are being so mean to us chi… https://t.co/YWdJs8jyRN",Sat Jun 30 20:19:34 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,"""Our government also continues to separate U.S. citizen children like me from their parents every day. This is evil… https://t.co/jNcHuQob2l",Sat Jun 30 20:19:34 +0000 2018,0.3612,0.116,0.884,0.0
CBSNews,"Syrian-American woman tells crowd in Washington, D.C.: ""For those of you who are lucky enough to not have been targ… https://t.co/2AsfGqFjfE",Sat Jun 30 20:19:34 +0000 2018,0.4215,0.123,0.877,0.0
CBSNews,Would you get behind the wheel if you were staring down an AK-47? This Texas company can help give you the confiden… https://t.co/k9ooMxbAT4,Sat Jun 30 19:59:53 +0000 2018,0.4019,0.109,0.891,0.0
CBSNews,"John Whitbeck, the chairman of the Republican Party of Virginia, is resigning after more than three years in his po… https://t.co/z5TULQsc9w",Sat Jun 30 19:59:53 +0000 2018,0.2023,0.114,0.805,0.081
CBSNews,President Trump says he has received assurances from King Salman of Saudi Arabia that the kingdom will increase oil… https://t.co/4nRNlVp4HK,Sat Jun 30 19:59:53 +0000 2018,0.5719,0.207,0.793,0.0
CBSNews,"His work with Pavement is considered some of the most influential music of the 90's. Now, Stephen Malkmus has a pec… https://t.co/mp4N94yTht",Sat Jun 30 19:59:53 +0000 2018,0.4927,0.138,0.862,0.0
CBSNews,Arnold Schwarzenegger's response to being called a snowflake was too chill  https://t.co/bafRFtHLyO https://t.co/soR3PWu7np,Sat Jun 30 19:59:53 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,"President Trump said he hopes that Democrats who are calling to abolish ICE ""keep thinking about it"" because ""they'… https://t.co/fDMKfVLO1U",Sat Jun 30 19:59:53 +0000 2018,0.4215,0.128,0.872,0.0
CBSNews,"From New York to L.A., hundreds of thousands took to the streets as part of the #FamiliesBelongTogetherMarch to pro… https://t.co/Ygdvz5ZHcD",Sat Jun 30 19:59:53 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,"When he lost his leg in combat, U.S. Army Specialist Anthony Farve didn't know if he'd ever be part of a team again… https://t.co/xb2jOTEHs8",Sat Jun 30 19:59:53 +0000 2018,-0.5719,0.0,0.817,0.183
CBSNews,Their numbers dropped from almost 600 in 1997 to just 30 today. Marine biologists and conservationists are scrambli… https://t.co/vVpChuFzII,Sat Jun 30 19:59:53 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,"On Sunday, Massachusetts will become the first East Coast state to allow the sale of recreational marijuana… https://t.co/TExVyPsRrz",Sat Jun 30 19:59:53 +0000 2018,0.2263,0.101,0.899,0.0
CBSNews,"The U.S. Department of Education estimates at least 32,000 college students were homeless in 2017… https://t.co/cjcoyiAo5H",Sat Jun 30 19:59:53 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,"WATCH: Lin-Manuel Miranda performs at the ""Families Belong Together"" immigration march in Washington, D.C.… https://t.co/fVHzhBt0kB",Sat Jun 30 19:59:53 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,"An orphaned bear cub burned in a Colorado wildfire is being nursed back to health, and is expected to be reintroduc… https://t.co/N5JPkIWwAf",Sat Jun 30 19:59:53 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,"""Once my family was taken, I became fully aware that my community matters less to some people. That we are treated… https://t.co/A3pZe1cDQT",Sat Jun 30 19:59:53 +0000 2018,0.0258,0.052,0.948,0.0
CBSNews,"""I am here today as a woman who as a young child was separated from her family. I am here today to be painfully hon… https://t.co/DHrobAEA8d",Sat Jun 30 19:59:53 +0000 2018,-0.5267,0.0,0.866,0.134
CBSNews,Many anti-Trump activists are driving the hashtag #abolishICE on Twitter— now potential Democratic contenders in 20… https://t.co/e1o2Fv695g,Sat Jun 30 19:59:53 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,"""I live with the constant fear of losing my mom to deportation. My mom is strong, beautiful and brave. She is also… https://t.co/RUg3b7oEb4",Sat Jun 30 19:59:53 +0000 2018,0.7003,0.308,0.523,0.169
CBSNews,"Leah, a 12-year-old girl from Miami, addresses D.C. crowd: ""I don't understand why they are being so mean to us chi… https://t.co/YWdJs8jyRN",Sat Jun 30 19:59:53 +0000 2018,0.0,0.0,1.0,0.0
CBSNews,"""Our government also continues to separate U.S. citizen children like me from their parents every day. This is evil… https://t.co/jNcHuQob2l",Sat Jun 30 19:59:53 +0000 2018,0.3612,0.116,0.884,0.0
CBSNews,"Syrian-American woman tells crowd in Washington, D.C.: ""For those of you who are lucky enough to not have been targ… https://t.co/2AsfGqFjfE",Sat Jun 30 19:59:53 +0000 2018,0.4215,0.123,0.877,0.0
CNN,"Singer John Legend urges crowd at immigration rally in Los Angeles to resist the temptation to disengage and to ""do… https://t.co/1zbU3k40eW",Sat Jun 30 21:11:07 +0000 2018,0.0,0.0,1.0,0.0
CNN,"A former spokesman for US Immigration and Customs Enforcement says agents ""have a rough time with this too"" in the… https://t.co/Wr5Kwe7VTq",Sat Jun 30 21:11:07 +0000 2018,0.0,0.0,1.0,0.0
CNN,"""Hamilton"" creator Lin-Manuel Miranda sings a lullaby from the hit Broadway musical at the Families Belong Together… https://t.co/4dYTdw2e0T",Sat Jun 30 21:11:07 +0000 2018,0.0,0.0,1.0,0.0
CNN,"""This fight does not belong to one group of people, one color of people, one race of people, one gender. It belongs… https://t.co/jngvFTA5u9",Sat Jun 30 21:11:07 +0000 2018,-0.3818,0.0,0.894,0.106
CNN,The process for kids in immigration court is a maze with life and death consequences https://t.co/Cy56J9oqRW https://t.co/1yUwRZ7Wge,Sat Jun 30 21:11:07 +0000 2018,-0.5994,0.0,0.794,0.206
CNN,Sen. Elizabeth Warren calls for US Immigration and Customs Enforcement to be replaced with an agency that reflects… https://t.co/tv7sYa31md,Sat Jun 30 21:11:07 +0000 2018,0.0,0.0,1.0,0.0
CNN,Immigration protest signs reveal a kaleidoscope of outrage https://t.co/LbZz6lqPDI https://t.co/5hZeybAzZh,Sat Jun 30 21:11:07 +0000 2018,-0.6486,0.0,0.569,0.431
CNN,Protesters explain why they joined immigration rallies https://t.co/5g1Cg5aIQV https://t.co/03eEsfpovq,Sat Jun 30 21:11:07 +0000 2018,-0.2263,0.0,0.808,0.192
CNN,"This 12-year-old girl delivers an impassioned plea for immigrant families at the ""Families Belong Together"" rally i… https://t.co/WstQ4QBDIq",Sat Jun 30 21:11:07 +0000 2018,0.0,0.0,1.0,0.0
CNN,"Alexandra Ocasio-Cortez beat out a 10-term congressman in New York. Now, she's marching for separated families.… https://t.co/eXokumkXpP",Sat Jun 30 21:11:07 +0000 2018,0.0,0.0,1.0,0.0
CNN,"""How dare you. How dare you take the babies from their mother's arms!"" Rep. Maxine Waters says President Trump has… https://t.co/Ha0BkVS6zV",Sat Jun 30 21:11:07 +0000 2018,0.0,0.0,1.0,0.0
CNN,"""We are better than this. We are better than having these detention centers that are prisons,"" says Sen. Kamala Har… https://t.co/7MM74J1xB5",Sat Jun 30 21:11:07 +0000 2018,0.5106,0.221,0.684,0.095
CNN,This mom brought her kids to teach them about resilience https://t.co/ZlTtxMk7xZ https://t.co/GPyFXAyluT,Sat Jun 30 21:11:07 +0000 2018,0.0,0.0,1.0,0.0
CNN,"These kids dedicate their nightly prayers to the separated children, according to their mother… https://t.co/eshZBMgkD0",Sat Jun 30 21:11:07 +0000 2018,0.0,0.0,1.0,0.0
CNN,President Trump is in New Jersey. Protesters are gathered nearby. https://t.co/QogUPZAvJt https://t.co/OnVjYTs2rm,Sat Jun 30 21:11:07 +0000 2018,-0.2263,0.0,0.853,0.147
CNN,"""Leave office."" This is one Chicago protester's message to President Trump. https://t.co/EEde7b0qR2 https://t.co/KCPP9kWWEB",Sat Jun 30 21:11:07 +0000 2018,-0.0516,0.0,0.909,0.091
CNN,"""It's going to be their generation's fight."" This mom explains why she is marching with her kids.… https://t.co/J1hrUj7ylm",Sat Jun 30 21:11:07 +0000 2018,0.0,0.0,1.0,0.0
CNN,It's really hot in DC. That's not stopping the marchers. https://t.co/96vkXoeNi2 https://t.co/JBJhH7kTtz,Sat Jun 30 21:11:07 +0000 2018,0.1139,0.116,0.884,0.0
CNN,This 36-year-old teacher says she sees her family in the faces of asylum seekers https://t.co/xUMYoiCtTN https://t.co/X6iR1c0eOV,Sat Jun 30 21:11:07 +0000 2018,0.0,0.0,1.0,0.0
CNN,"This 12-year-old girl says she lives in ""constant fear"" that her undocumented mother will be deported… https://t.co/P4cMGmPTiW",Sat Jun 30 21:11:07 +0000 2018,-0.4939,0.0,0.833,0.167
CNN,"Singer John Legend urges crowd at immigration rally in Los Angeles to resist the temptation to disengage and to ""do… https://t.co/1zbU3k40eW",Sat Jun 30 21:06:06 +0000 2018,0.0,0.0,1.0,0.0
CNN,"A former spokesman for US Immigration and Customs Enforcement says agents ""have a rough time with this too"" in the… https://t.co/Wr5Kwe7VTq",Sat Jun 30 21:06:06 +0000 2018,0.0,0.0,1.0,0.0
CNN,"""Hamilton"" creator Lin-Manuel Miranda sings a lullaby from the hit Broadway musical at the Families Belong Together… https://t.co/4dYTdw2e0T",Sat Jun 30 21:06:06 +0000 2018,0.0,0.0,1.0,0.0
CNN,"""This fight does not belong to one group of people, one color of people, one race of people, one gender. It belongs… https://t.co/jngvFTA5u9",Sat Jun 30 21:06:06 +0000 2018,-0.3818,0.0,0.894,0.106
CNN,The process for kids in immigration court is a maze with life and death consequences https://t.co/Cy56J9oqRW https://t.co/1yUwRZ7Wge,Sat Jun 30 21:06:06 +0000 2018,-0.5994,0.0,0.794,0.206
CNN,Sen. Elizabeth Warren calls for US Immigration and Customs Enforcement to be replaced with an agency that reflects… https://t.co/tv7sYa31md,Sat Jun 30 21:06:06 +0000 2018,0.0,0.0,1.0,0.0
CNN,Immigration protest signs reveal a kaleidoscope of outrage https://t.co/LbZz6lqPDI https://t.co/5hZeybAzZh,Sat Jun 30 21:06:06 +0000 2018,-0.6486,0.0,0.569,0.431
CNN,Protesters explain why they joined immigration rallies https://t.co/5g1Cg5aIQV https://t.co/03eEsfpovq,Sat Jun 30 21:06:06 +0000 2018,-0.2263,0.0,0.808,0.192
CNN,"This 12-year-old girl delivers an impassioned plea for immigrant families at the ""Families Belong Together"" rally i… https://t.co/WstQ4QBDIq",Sat Jun 30 21:06:06 +0000 2018,0.0,0.0,1.0,0.0
CNN,"Alexandra Ocasio-Cortez beat out a 10-term congressman in New York. Now, she's marching for separated families.… https://t.co/eXokumkXpP",Sat Jun 30 21:06:06 +0000 2018,0.0,0.0,1.0,0.0
CNN,"""How dare you. How dare you take the babies from their mother's arms!"" Rep. Maxine Waters says President Trump has… https://t.co/Ha0BkVS6zV",Sat Jun 30 21:06:06 +0000 2018,0.0,0.0,1.0,0.0
CNN,"""We are better than this. We are better than having these detention centers that are prisons,"" says Sen. Kamala Har… https://t.co/7MM74J1xB5",Sat Jun 30 21:06:06 +0000 2018,0.5106,0.221,0.684,0.095
CNN,This mom brought her kids to teach them about resilience https://t.co/ZlTtxMk7xZ https://t.co/GPyFXAyluT,Sat Jun 30 21:06:06 +0000 2018,0.0,0.0,1.0,0.0
CNN,"These kids dedicate their nightly prayers to the separated children, according to their mother… https://t.co/eshZBMgkD0",Sat Jun 30 21:06:06 +0000 2018,0.0,0.0,1.0,0.0
CNN,President Trump is in New Jersey. Protesters are gathered nearby. https://t.co/QogUPZAvJt https://t.co/OnVjYTs2rm,Sat Jun 30 21:06:06 +0000 2018,-0.2263,0.0,0.853,0.147
CNN,"""Leave office."" This is one Chicago protester's message to President Trump. https://t.co/EEde7b0qR2 https://t.co/KCPP9kWWEB",Sat Jun 30 21:06:06 +0000 2018,-0.0516,0.0,0.909,0.091
CNN,"""It's going to be their generation's fight."" This mom explains why she is marching with her kids.… https://t.co/J1hrUj7ylm",Sat Jun 30 21:06:06 +0000 2018,0.0,0.0,1.0,0.0
CNN,It's really hot in DC. That's not stopping the marchers. https://t.co/96vkXoeNi2 https://t.co/JBJhH7kTtz,Sat Jun 30 21:06:06 +0000 2018,0.1139,0.116,0.884,0.0
CNN,This 36-year-old teacher says she sees her family in the faces of asylum seekers https://t.co/xUMYoiCtTN https://t.co/X6iR1c0eOV,Sat Jun 30 21:06:06 +0000 2018,0.0,0.0,1.0,0.0
CNN,"This 12-year-old girl says she lives in ""constant fear"" that her undocumented mother will be deported… https://t.co/P4cMGmPTiW",Sat Jun 30 21:06:06 +0000 2018,-0.4939,0.0,0.833,0.167
CNN,"Singer John Legend urges crowd at immigration rally in Los Angeles to resist the temptation to disengage and to ""do… https://t.co/1zbU3k40eW",Sat Jun 30 20:59:00 +0000 2018,0.0,0.0,1.0,0.0
CNN,"A former spokesman for US Immigration and Customs Enforcement says agents ""have a rough time with this too"" in the… https://t.co/Wr5Kwe7VTq",Sat Jun 30 20:59:00 +0000 2018,0.0,0.0,1.0,0.0
CNN,"""Hamilton"" creator Lin-Manuel Miranda sings a lullaby from the hit Broadway musical at the Families Belong Together… https://t.co/4dYTdw2e0T",Sat Jun 30 20:59:00 +0000 2018,0.0,0.0,1.0,0.0
CNN,"""This fight does not belong to one group of people, one color of people, one race of people, one gender. It belongs… https://t.co/jngvFTA5u9",Sat Jun 30 20:59:00 +0000 2018,-0.3818,0.0,0.894,0.106
CNN,The process for kids in immigration court is a maze with life and death consequences https://t.co/Cy56J9oqRW https://t.co/1yUwRZ7Wge,Sat Jun 30 20:59:00 +0000 2018,-0.5994,0.0,0.794,0.206
CNN,Sen. Elizabeth Warren calls for US Immigration and Customs Enforcement to be replaced with an agency that reflects… https://t.co/tv7sYa31md,Sat Jun 30 20:59:00 +0000 2018,0.0,0.0,1.0,0.0
CNN,Immigration protest signs reveal a kaleidoscope of outrage https://t.co/LbZz6lqPDI https://t.co/5hZeybAzZh,Sat Jun 30 20:59:00 +0000 2018,-0.6486,0.0,0.569,0.431
CNN,Protesters explain why they joined immigration rallies https://t.co/5g1Cg5aIQV https://t.co/03eEsfpovq,Sat Jun 30 20:59:00 +0000 2018,-0.2263,0.0,0.808,0.192
CNN,"This 12-year-old girl delivers an impassioned plea for immigrant families at the ""Families Belong Together"" rally i… https://t.co/WstQ4QBDIq",Sat Jun 30 20:59:00 +0000 2018,0.0,0.0,1.0,0.0
CNN,"Alexandra Ocasio-Cortez beat out a 10-term congressman in New York. Now, she's marching for separated families.… https://t.co/eXokumkXpP",Sat Jun 30 20:59:00 +0000 2018,0.0,0.0,1.0,0.0
CNN,"""How dare you. How dare you take the babies from their mother's arms!"" Rep. Maxine Waters says President Trump has… https://t.co/Ha0BkVS6zV",Sat Jun 30 20:59:00 +0000 2018,0.0,0.0,1.0,0.0
CNN,"""We are better than this. We are better than having these detention centers that are prisons,"" says Sen. Kamala Har… https://t.co/7MM74J1xB5",Sat Jun 30 20:59:00 +0000 2018,0.5106,0.221,0.684,0.095
CNN,This mom brought her kids to teach them about resilience https://t.co/ZlTtxMk7xZ https://t.co/GPyFXAyluT,Sat Jun 30 20:59:00 +0000 2018,0.0,0.0,1.0,0.0
CNN,"These kids dedicate their nightly prayers to the separated children, according to their mother… https://t.co/eshZBMgkD0",Sat Jun 30 20:59:00 +0000 2018,0.0,0.0,1.0,0.0
CNN,President Trump is in New Jersey. Protesters are gathered nearby. https://t.co/QogUPZAvJt https://t.co/OnVjYTs2rm,Sat Jun 30 20:59:00 +0000 2018,-0.2263,0.0,0.853,0.147
CNN,"""Leave office."" This is one Chicago protester's message to President Trump. https://t.co/EEde7b0qR2 https://t.co/KCPP9kWWEB",Sat Jun 30 20:59:00 +0000 2018,-0.0516,0.0,0.909,0.091
CNN,"""It's going to be their generation's fight."" This mom explains why she is marching with her kids.… https://t.co/J1hrUj7ylm",Sat Jun 30 20:59:00 +0000 2018,0.0,0.0,1.0,0.0
CNN,It's really hot in DC. That's not stopping the marchers. https://t.co/96vkXoeNi2 https://t.co/JBJhH7kTtz,Sat Jun 30 20:59:00 +0000 2018,0.1139,0.116,0.884,0.0
CNN,This 36-year-old teacher says she sees her family in the faces of asylum seekers https://t.co/xUMYoiCtTN https://t.co/X6iR1c0eOV,Sat Jun 30 20:59:00 +0000 2018,0.0,0.0,1.0,0.0
CNN,"This 12-year-old girl says she lives in ""constant fear"" that her undocumented mother will be deported… https://t.co/P4cMGmPTiW",Sat Jun 30 20:59:00 +0000 2018,-0.4939,0.0,0.833,0.167
CNN,"Singer John Legend urges crowd at immigration rally in Los Angeles to resist the temptation to disengage and to ""do… https://t.co/1zbU3k40eW",Sat Jun 30 20:52:00 +0000 2018,0.0,0.0,1.0,0.0
CNN,"A former spokesman for US Immigration and Customs Enforcement says agents ""have a rough time with this too"" in the… https://t.co/Wr5Kwe7VTq",Sat Jun 30 20:52:00 +0000 2018,0.0,0.0,1.0,0.0
CNN,"""Hamilton"" creator Lin-Manuel Miranda sings a lullaby from the hit Broadway musical at the Families Belong Together… https://t.co/4dYTdw2e0T",Sat Jun 30 20:52:00 +0000 2018,0.0,0.0,1.0,0.0
CNN,"""This fight does not belong to one group of people, one color of people, one race of people, one gender. It belongs… https://t.co/jngvFTA5u9",Sat Jun 30 20:52:00 +0000 2018,-0.3818,0.0,0.894,0.106
CNN,The process for kids in immigration court is a maze with life and death consequences https://t.co/Cy56J9oqRW https://t.co/1yUwRZ7Wge,Sat Jun 30 20:52:00 +0000 2018,-0.5994,0.0,0.794,0.206
CNN,Sen. Elizabeth Warren calls for US Immigration and Customs Enforcement to be replaced with an agency that reflects… https://t.co/tv7sYa31md,Sat Jun 30 20:52:00 +0000 2018,0.0,0.0,1.0,0.0
CNN,Immigration protest signs reveal a kaleidoscope of outrage https://t.co/LbZz6lqPDI https://t.co/5hZeybAzZh,Sat Jun 30 20:52:00 +0000 2018,-0.6486,0.0,0.569,0.431
CNN,Protesters explain why they joined immigration rallies https://t.co/5g1Cg5aIQV https://t.co/03eEsfpovq,Sat Jun 30 20:52:00 +0000 2018,-0.2263,0.0,0.808,0.192
CNN,"This 12-year-old girl delivers an impassioned plea for immigrant families at the ""Families Belong Together"" rally i… https://t.co/WstQ4QBDIq",Sat Jun 30 20:52:00 +0000 2018,0.0,0.0,1.0,0.0
CNN,"Alexandra Ocasio-Cortez beat out a 10-term congressman in New York. Now, she's marching for separated families.… https://t.co/eXokumkXpP",Sat Jun 30 20:52:00 +0000 2018,0.0,0.0,1.0,0.0
CNN,"""How dare you. How dare you take the babies from their mother's arms!"" Rep. Maxine Waters says President Trump has… https://t.co/Ha0BkVS6zV",Sat Jun 30 20:52:00 +0000 2018,0.0,0.0,1.0,0.0
CNN,"""We are better than this. We are better than having these detention centers that are prisons,"" says Sen. Kamala Har… https://t.co/7MM74J1xB5",Sat Jun 30 20:52:00 +0000 2018,0.5106,0.221,0.684,0.095
CNN,This mom brought her kids to teach them about resilience https://t.co/ZlTtxMk7xZ https://t.co/GPyFXAyluT,Sat Jun 30 20:52:00 +0000 2018,0.0,0.0,1.0,0.0
CNN,"These kids dedicate their nightly prayers to the separated children, according to their mother… https://t.co/eshZBMgkD0",Sat Jun 30 20:52:00 +0000 2018,0.0,0.0,1.0,0.0
CNN,President Trump is in New Jersey. Protesters are gathered nearby. https://t.co/QogUPZAvJt https://t.co/OnVjYTs2rm,Sat Jun 30 20:52:00 +0000 2018,-0.2263,0.0,0.853,0.147
CNN,"""Leave office."" This is one Chicago protester's message to President Trump. https://t.co/EEde7b0qR2 https://t.co/KCPP9kWWEB",Sat Jun 30 20:52:00 +0000 2018,-0.0516,0.0,0.909,0.091
CNN,"""It's going to be their generation's fight."" This mom explains why she is marching with her kids.… https://t.co/J1hrUj7ylm",Sat Jun 30 20:52:00 +0000 2018,0.0,0.0,1.0,0.0
CNN,It's really hot in DC. That's not stopping the marchers. https://t.co/96vkXoeNi2 https://t.co/JBJhH7kTtz,Sat Jun 30 20:52:00 +0000 2018,0.1139,0.116,0.884,0.0
CNN,This 36-year-old teacher says she sees her family in the faces of asylum seekers https://t.co/xUMYoiCtTN https://t.co/X6iR1c0eOV,Sat Jun 30 20:52:00 +0000 2018,0.0,0.0,1.0,0.0
CNN,"This 12-year-old girl says she lives in ""constant fear"" that her undocumented mother will be deported… https://t.co/P4cMGmPTiW",Sat Jun 30 20:52:00 +0000 2018,-0.4939,0.0,0.833,0.167
